audio_file;transcription;translation
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000030_000000.wav;The Voyage Out;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000081_000000.wav;The mother's heart seemed to stop-Lelechka lay there so small, so frail, so quiet.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000056_000000.wav;The outlook appeared grim.;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000054_000001.wav;"""Come later."" And she went in, closing the door behind her.";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288045\116_288045_000010_000000.wav;"""Yes,"" he answered, ""I conduct the worship.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50963\5849_50963_000033_000001.wav;The rough ocean winds had tanned them like bronze, and their muscles were as firm and strong almost as the cables that swing out with the buoys.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000022_000000.wav;"""Then you can overcome your dislike to Paris enough to go there?"" asked his mother, with a little twinkle in her eye.";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000026_000003.wav;The dogs were gaining again, and she crossed the broad, deep brook.;
opus_datasets/extracted/LibriTTS_R/dev-other\1585\157660\1585_157660_000029_000000.wav;William frantically said:;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\175351\7601_175351_000004_000000.wav;"""What with?"" asked others.";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000053_000000.wav;When mrs Fairweather had gone, Doris and Penelope looked at each other.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\74899\1255_74899_000023_000000.wav;"""As when one man throws away forty thousand a year on race courses.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\25894\4831_25894_000008_000001.wav;The mother had died not long ago, and left twelve year old Tessa to take care of the little children.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\66379\6455_66379_000020_000002.wav;"(Deal, sir, if you please; better luck next time.)""";
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000006_000000.wav;"""Don't say that!"" she exclaimed, with an entreating look at me.";
opus_datasets/extracted/LibriTTS_R/dev-other\1651\136854\1651_136854_000014_000002.wav;Publick calamities.--No sense of the prevalence of bad habits.--Negligent of time-ready to undertake-careless to pursue-all changed by time.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000023_000000.wav;"""I've been robbed,"" he cried.";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000115_000000.wav;"""I don't see how you got so many,"" said Jasper, in admiration, his fingers busy with the heap.";
opus_datasets/extracted/LibriTTS_R/dev-other\4570\56594\4570_56594_000007_000000.wav;"""'No, sir,' says the old gentleman.";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000042_000001.wav;"""Terribly bad!""";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59186\6123_59186_000009_000000.wav;I do not wish to over emphasize the significance of flaws of this kind. But, at a time when all the world is eager to do honour to mr Hardy's poems, it is surely well to refrain from doing equal honour to his faults.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000017_000000.wav;The day was well nigh spent, when he arrived, and the members were engaged in a heated debate on a subject of the utmost importance.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000051_000000.wav;Just as mr Bingham said, the life saving work turned out to be a social affair, for there was a great time greeting Nellie's father and Hal's uncle.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\102884\1630_102884_000000_000000.wav;THE SPIRIT OF FREEDOM;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\56594\4570_56594_000029_000000.wav;"""'What!' says the hoosier, 'real genewine, good salt?'";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000017_000000.wav;"""The very thing!"" exclaimed Jasper, with only a thought for Polly's pleasure, when Polly had cried, ""How nice of mrs Cabot!"" ""Don't you say so, father?"" he added.";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000024_000000.wav;For an awful moment I seem to see things with the eye of eternity, and have a vision of suns grown cold, and hear the echo of voices calling without sound across the waste and frozen universe.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000003_000000.wav;"""Mother, mother!"" called Nellie, ""look down at the beach.";
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000079_000007.wav;It takes a deal to starve a redskin.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000011_000003.wav;"I don't like to bother my father any more, but what does he say?""";
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000062_000011.wav;"I always said when he was only so high-I always said....""";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000009_000000.wav;For Raymond had awakened that morning to the fact that the city had gone for license after all.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000015_000000.wav;'You would find this is often done, with excellent effect.';
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000044_000000.wav;"""Dare!"" said Tom, delighted to think that no terrible result had really ensued from his words, that after they were out, had scared him mightily.";
opus_datasets/extracted/LibriTTS_R/dev-other\1650\173552\1650_173552_000012_000017.wav;But can it be true that I am in Moscow?;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122866\700_122866_000002_000001.wav;To Anne in particular things seemed fearfully flat, stale, and unprofitable after the goblet of excitement she had been sipping for weeks.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000011_000005.wav;Then he went to sleep in his armor, and thus passed the night, which was not long at that season.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\14911\4570_14911_000009_000012.wav;Rough variety: Very dense and wiry. HEIGHT-Not exceeding sixteen inches.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000042_000003.wav;You and mamma have some money, independent of the income from the living, have not you?;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\102353\4570_102353_000007_000000.wav;During my administration of the War Department, material changes were made in the models of arms.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67803\6455_67803_000014_000005.wav;There was a hint of exultation in her tone.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67803\6455_67803_000020_000001.wav;"Burmistone!""";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000095_000000.wav;Serafima Aleksandrovna hid her face behind the curtains near Lelechka's bed.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000028_000001.wav;'How I wish I could run after him!';
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90407\1255_90407_000002_000000.wav;They crouched so close to each other that he could feel her furs against him.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\25894\4831_25894_000011_000005.wav;"I know many songs, and may get money if I am not frightened; for people throw pennies to other little girls who only play the tambourine.";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000008_000002.wav;There was silence all about in the forest.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000052_000006.wav;"'You know how carefully everything had been lashed, but no lashings could have withstood the onslaught of these coal sacks for long'; they acted like battering rams.";
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000031_000001.wav;"They are trustworthy and experienced men, and I am sure they can be of use to you.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000030_000000.wav;"""There, there, dear,"" comforted Bertram, patting the bronze gold head on his breast.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000043_000001.wav;"""Why, isn't the money my very own, Grandpapa?""";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000085_000001.wav;"""You have your soldiers at the door and we have the train bands of Connecticut ready to defend us against violence.""";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96252\7641_96252_000002_000002.wav;But this is by no means the case.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000019_000000.wav;"And after this, there were no more quiet days for Charlotte Chatterton. Everybody who was musical, wanted to revel in her voice; and everybody who wasn't, wanted the same thing because it was so talked about.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000036_000003.wav;Ship pitching with south westerly swell.;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000002_000000.wav;DOSTOEVSKY THE SENSATIONALIST;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000053_000000.wav;"""What is it, Fedosya?"" she asked with great concern.";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000053_000001.wav;"""This is his place-nobody calls it 'The Evergreens' but myself.";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000047_000006.wav;Oddly enough, our birthdays fell on the same day, and when Penelope was twenty and I sixteen, my father gave us each a silk dress of this very material.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000030_000003.wav;So Polly and the others breathed freely again.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90407\1255_90407_000031_000000.wav;'Do come back,' said he, taking her hand.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000008_000002.wav;"Andros appears as a usurper of authority-the willing instrument of King james the second, who, it seems, has determined to hold absolute rule over all New England.""";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96670\7641_96670_000027_000001.wav;We have not come with such evil intent as you think.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000018_000005.wav;"In the old days, no one thus defiled was allowed to go about his regular business or to mingle with other men; but busy modern Japan does not find it convenient to pause long in its work, so that government officials and school children are now sent written papers excusing them for coming back to their tasks even while ceremonially unclean.";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\25894\4831_25894_000032_000000.wav;Up the wide stone steps went the street musicians, and the whole flock came running down to give a handful of silver, and ask all sorts of questions.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000090_000000.wav;"""It was the boy,"" cried the enraged governor.";
opus_datasets/extracted/LibriTTS_R/dev-other\4570\102353\4570_102353_000009_000000.wav;When the first list was made out, to be submitted to the President, a difficulty was found to exist, which had not occurred either to Colonel Cooper or myself.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000024_000000.wav;"The sacks containing this last, added to the goods already mentioned, make a really heavy deck cargo, and one is naturally anxious concerning it; but everything that can be done by lashing and securing has been done.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000044_000000.wav;"""Well, who's doing the marrying-she, or I?"" ""That's what I said, too-only in another way,"" sighed Billy.";
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000061_000004.wav;Her son's growth toward manhood, at each of its stages, had seemed as extraordinary to her as if there had never existed the millions of human beings who grew up in the same way.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000062_000000.wav;'No,' said Margaret, sadly, 'I will do it.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000018_000002.wav;What do you think I'd want with them?;
opus_datasets/extracted/LibriTTS_R/dev-other\4515\13143\4515_13143_000015_000000.wav;I would shew him publickly, said my uncle Toby, at the market cross.;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000023_000001.wav;"To him Dostoevsky's work is ""the record of a great mind seeking for a way of life; it is more than a record of struggle, it is the struggle itself."" Dostoevsky himself is a man of genius ""lifted out of the living world,"" and unable to descend to it again.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000064_000001.wav;"""Besides, what would be the use, you never see anything encouraging about me or my career.";
